,voltage,cmean,cstd,lmean,lstd,vmean,vstd
0,0.0,26.836,0.054999999999999716,-0.01,0.0,15.0,0.0
1,1.0,26.9105,0.01249999999999929,-0.01,0.0,15.0,0.0
2,2.0,27.064,0.004999999999999005,-0.01,0.0,15.0,0.0
3,3.0,27.240000000000002,0.002000000000000668,-0.01,0.0,15.0,0.0
4,4.0,27.4285,0.0004999999999988347,-0.01,0.0,15.0,0.0
5,5.0,27.62585,0.0008499999999997954,-0.01,0.0,15.0,0.0
6,6.0,27.83025,0.0013500000000004064,-0.0095,0.0005000000000000004,15.0,0.0
7,7.0,28.041150000000002,0.001949999999999008,-0.0095,0.0005000000000000004,15.0,0.0
8,8.0,28.2577,0.002400000000001512,-0.0095,0.0005000000000000004,15.0,0.0
9,9.0,28.4804,0.00280000000000058,-0.0095,0.0005000000000000004,15.0,0.0
10,10.0,28.70865,0.003149999999999764,-0.0095,0.0005000000000000004,15.0,0.0
11,11.0,28.9426,0.0036000000000004917,-0.009,0.0,15.0,0.0
12,12.0,29.182000000000002,0.0038999999999997925,-0.0085,0.0004999999999999996,15.0,0.0
13,13.0,29.4273,0.004300000000000637,-0.0085,0.0004999999999999996,15.0,0.0
14,14.0,29.677750000000003,0.004649999999999821,-0.0085,0.0004999999999999996,15.0,0.0
15,15.0,29.93395,0.004950000000000898,-0.008,0.0,15.0,0.0
16,16.0,30.19505,0.005349999999999966,-0.008,0.0,15.0,0.0
17,17.0,30.4622,0.0057000000000009265,-0.0085,0.0004999999999999996,15.0,0.0
18,18.0,30.736150000000002,0.005650000000001043,-0.008,0.0,15.0,0.0
19,19.0,31.01305,0.006050000000000111,-0.008,0.0,15.0,0.0
20,20.0,31.2972,0.006799999999998363,-0.008,0.0,15.0,0.0
21,21.0,31.5871,0.006800000000000139,-0.0075,0.0005,15.0,0.0
22,22.0,31.8833,0.007299999999998974,-0.007,0.0,15.0,0.0
23,23.0,32.18455,0.007449999999998624,-0.007,0.0,15.0,0.0
24,24.0,32.4929,0.007899999999999352,-0.007,0.0,15.0,0.0
25,25.0,32.8063,0.008099999999998886,-0.007,0.0,15.0,0.0
26,26.0,33.12675,0.00864999999999938,-0.007,0.0,15.0,0.0
27,27.0,33.45295,0.00835000000000008,-0.007,0.0,15.0,0.0
28,28.0,33.787499999999994,0.00870000000000104,-0.007,0.0,15.0,0.0
29,29.0,34.1242,0.00969999999999871,-0.007,0.0,15.0,0.0
30,30.0,34.4703,0.009599999999998943,-0.006,0.0,15.0,0.0
31,31.0,34.822500000000005,0.010200000000001097,-0.006500000000000001,0.0005,15.0,0.0
32,32.0,35.1816,0.010600000000000165,-0.006,0.0,15.0,0.0
33,33.0,35.54835,0.010649999999998272,-0.006,0.0,15.0,0.0
34,34.0,35.9223,0.010899999999999466,-0.006,0.0,15.0,0.0
35,35.0,36.30395,0.011549999999999727,-0.006,0.0,15.0,0.0
36,36.0,36.69375,0.011549999999999727,-0.006,0.0,15.0,0.0
37,37.0,37.0877,0.01190000000000069,-0.006,0.0,15.0,0.0
38,38.0,37.4915,0.012199999999999989,-0.0055,0.0005,15.0,0.0
39,39.0,37.904250000000005,0.012750000000000483,-0.005,0.0,15.0,0.0
40,40.0,38.324,0.013000000000001677,-0.005,0.0,15.0,0.0
41,41.0,38.75,0.014000000000002899,-0.005,0.0,15.0,0.0
42,42.0,39.1905,0.013500000000000512,-0.005,0.0,15.0,0.0
43,43.0,39.634,0.014000000000002899,-0.005,0.0,15.0,0.0
