,v0,v1,v2,angle,capacitance,loss,position
0,6.2298959318826865,10.2134769737846,10.22309030426954,-0.007736702713021643,77.923,0.04,15.0
1,6.2298959318826865,10.21393475142674,10.22400585955382,-0.007736702713021643,77.758,0.04,15.0
2,6.2298959318826865,10.2134769737846,10.22400585955382,-0.007736702713021643,77.679,0.04,15.0
3,6.2298959318826865,10.2134769737846,10.22400585955382,-0.007736702713021643,77.588,0.04,15.0
4,6.2298959318826865,10.21393475142674,10.22400585955382,-0.007736702713021643,77.518,0.04,15.0
5,6.4958647419660025,10.082094790490432,10.09079256569109,-0.006963032441719479,76.003,0.04,15.0
6,6.4958647419660025,10.081637012848292,10.09125034333323,-0.006963032441719479,75.966,0.04,15.0
7,6.494949186681723,10.081179235206152,10.09079256569109,-0.006963032441719479,75.929,0.04,15.0
8,6.4954069643238626,10.081637012848292,10.09125034333323,-0.006963032441719479,75.914,0.04,15.0
9,6.4954069643238626,10.081179235206152,10.09125034333323,-0.006963032441719479,75.88,0.04,15.0
10,6.761375774407178,9.947965941343424,9.959410382396923,-0.006189362170417314,74.636,0.04,15.0
11,6.760917996765038,9.947965941343424,9.958952604754783,-0.006189362170417314,74.569,0.04,15.0
12,6.760917996765038,9.948881496627704,9.958952604754783,-0.006189362170417314,74.546,0.04,15.0
13,6.760460219122898,9.948423718985564,9.959410382396923,-0.006189362170417314,74.533,0.04,15.0
14,6.761375774407178,9.948881496627704,9.959868160039063,-0.006189362170417314,74.561,0.04,15.0
15,7.026429029206214,9.816583758049257,9.827112643818475,-0.005415691899115151,73.571,0.04,15.0
16,7.025971251564074,9.815668202764977,9.826654866176336,-0.005415691899115151,73.56,0.04,15.0
17,7.026886806848354,9.815668202764977,9.827112643818475,-0.005415691899115151,73.54,0.03,15.0
18,7.025971251564074,9.816125980407117,9.827112643818475,-0.005415691899115151,73.5,0.04,15.0
19,7.025971251564074,9.816125980407117,9.826197088534196,-0.005415691899115151,73.5,0.04,15.0
20,7.291482284005249,9.68428601947081,9.695272682882168,-0.004642021627812986,72.688,0.03,15.0
21,7.291024506363109,9.68245490890225,9.693899349955748,-0.004642021627812986,72.688,0.03,15.0
22,7.290566728720969,9.68428601947081,9.694357127597888,-0.004642021627812986,72.7,0.03,15.0
23,7.290566728720969,9.68428601947081,9.694814905240028,-0.004642021627812986,72.688,0.04,15.0
24,7.291940061647389,9.68337046418653,9.693899349955748,-0.004642021627812986,72.691,0.03,15.0
25,7.557451094088565,9.551988280892362,9.5616016113773,-0.0038683513565108216,72.086,0.03,15.0
26,7.556993316446425,9.550157170323802,9.56114383373516,-0.0038683513565108216,72.099,0.03,15.0
27,7.556077761162145,9.551530503250222,9.56251716666158,-0.0038683513565108216,72.107,0.03,15.0
28,7.556535538804285,9.550157170323802,9.56114383373516,-0.0038683513565108216,72.118,0.03,15.0
29,7.556535538804285,9.551072725608082,9.56205938901944,-0.0038683513565108216,72.123,0.03,15.0
30,7.82204657124546,9.418317209387494,9.430219428083133,-0.003094681085208658,71.7,0.03,15.0
31,7.82204657124546,9.417401654103214,9.429761650440993,-0.003094681085208658,71.708,0.03,15.0
32,7.82204657124546,9.417859431745354,9.429761650440993,-0.003094681085208658,71.721,0.03,15.0
33,7.82204657124546,9.418317209387494,9.428846095156713,-0.003094681085208658,71.737,0.03,15.0
34,7.82204657124546,9.417401654103214,9.429761650440993,-0.003094681085208658,71.769,0.03,15.0
35,8.086642048402355,9.285561693166906,9.296548356578265,-0.0023210108139064935,71.461,0.03,15.0
36,8.086184270760215,9.285561693166906,9.296090578936125,-0.0023210108139064935,71.458,0.03,15.0
37,8.086642048402355,9.285561693166906,9.296548356578265,-0.0023210108139064935,71.491,0.03,15.0
38,8.086642048402355,9.285103915524767,9.296548356578265,-0.0023210108139064935,71.543,0.03,15.0
39,8.086184270760215,9.285561693166906,9.297006134220405,-0.0023210108139064935,71.582,0.03,15.0
40,8.352153080843532,9.153263954588457,9.164708395641957,-0.001547340542604329,71.428,0.03,15.0
41,8.352610858485672,9.153263954588457,9.164708395641957,-0.001547340542604329,71.448,0.03,15.0
42,8.352153080843532,9.153263954588457,9.164708395641957,-0.001547340542604329,71.487,0.03,15.0
43,8.352153080843532,9.154179509872737,9.164250617999818,-0.001547340542604329,71.53,0.03,15.0
44,8.351695303201392,9.153263954588457,9.164708395641957,-0.001547340542604329,71.595,0.03,15.0
45,8.617206335642567,9.02096621601001,9.031495101779228,-0.0007736702713021645,71.52,0.03,15.0
46,8.616290780358288,9.02050843836787,9.03241065706351,-0.0007736702713021645,71.586,0.03,15.0
47,8.617206335642567,9.02096621601001,9.03195287942137,-0.0007736702713021645,71.622,0.03,15.0
48,8.616748558000427,9.02005066072573,9.031037324137088,-0.0007736702713021645,71.68,0.03,15.0
49,8.616748558000427,9.02096621601001,9.03195287942137,-0.0007736702713021645,71.713,0.03,15.0
50,8.882259590441603,8.889126255073702,8.9005706961272,0.0,71.78,0.03,15.0
51,8.883175145725883,8.888210699789422,8.89919736320078,0.0,71.844,0.03,15.0
52,8.880886257515183,8.889584032715842,8.90011291848506,0.0,71.884,0.03,15.0
53,8.881344035157323,8.888210699789422,8.89965514084292,0.0,71.946,0.03,15.0
54,8.882259590441603,8.889126255073702,8.89965514084292,0.0,72.022,0.03,15.0
55,9.147770622882778,8.754539628284554,8.765984069338053,0.0007736702713021636,72.197,0.03,15.0
56,9.148228400524918,8.755455183568834,8.766441846980193,0.0007736702713021636,72.262,0.03,15.0
