,v0,v1,v2,angle,capacitance,loss,position
0,7.510757774590289,8.535721915341655,7.871028778954436,-0.0005520037463303848,284.08,0.1,3.0
1,7.511215552232429,8.536179692983795,7.871028778954436,-0.0005520037463303848,284.15,0.1,3.0
2,7.511673329874569,8.57829523606067,7.8270821253089995,-0.00044160299706430783,282.27,0.1,3.0
3,7.510757774590289,8.57921079134495,7.827539902951139,-0.00044160299706430783,282.3,0.1,3.0
4,7.509842219306009,8.623157444990387,7.784508804589984,-0.0003312022477982309,281.3,0.0,3.0
5,7.510299996948149,8.621326334421827,7.782677694021424,-0.0003312022477982309,281.14,0.2,3.0
6,7.511215552232429,8.667561876277963,7.740562150944548,-0.0002208014985321539,280.09,0.1,3.0
7,7.511215552232429,8.667104098635823,7.741019928586688,-0.0002208014985321539,280.24,0.1,3.0
8,7.5121311075167085,8.709677419354838,7.6975310525833915,-0.00011040074926607694,279.7,0.1,3.0
9,7.5121311075167085,8.711050752281258,7.696157719656972,-0.00011040074926607694,279.49,0.1,3.0
10,7.510757774590289,8.754081850642415,7.653584398937956,0.0,279.17,0.1,3.0
11,7.511673329874569,8.754539628284554,7.651753288369396,0.0,279.26,0.1,3.0
12,7.509842219306009,8.797112949003571,7.6091799676503795,0.000110400749266077,279.28,0.1,3.0
13,7.510299996948149,8.796197393719291,7.60872219000824,0.000110400749266077,279.1,0.0,3.0
14,7.509842219306009,8.841059602649006,7.564775536362804,0.0002208014985321539,279.85,0.1,3.0
15,7.5121311075167085,8.842432935575426,7.567064424573504,0.0002208014985321539,279.85,0.1,3.0
16,7.510757774590289,8.884548478652302,7.520371105075228,0.0003312022477982309,280.56,0.1,3.0
17,7.510757774590289,8.886379589220862,7.522202215643788,0.0003312022477982309,281.02,0.1,3.0
18,7.509842219306009,8.927579577013459,7.477797784356212,0.0004416029970643078,282.5,0.1,3.0
19,7.510757774590289,8.928495132297739,7.478255561998352,0.0004416029970643078,283.15,0.1,3.0
20,7.511673329874569,8.973815118869595,7.436140018921476,0.0005520037463303848,284.88,0.1,3.0
21,7.513504440443128,8.974272896511735,7.435224463637196,0.0005520037463303848,284.77,0.2,3.0
